Date;AAD;AAJ;AAR;ADA;AIO;ASC;AWY;BAS;BFE;BHU;BLI;BRO;BSI;CFE;CHO;CIR;CJO;CRO;DDA;DGR;DHE;DKA;DMA;DMO;DOB;DST;DTE;DWA;FRU;FSC;GAL;GRO;GTR;GWA;HAS;HEM;HKE;HMA;HSC;IHU;IKO;ISP;IWI;JBUE;JDE;JEI;JGA;JMO;JRA;JRE;KFI;KST;KWI;LBO;LBU;LIS;LMA;LMUE;LOR;LRU;LSO;MBO;MBR;MCR;MDA;MFA;MGI;MHE;MLA;MMA;MMO;MPL;MSC;MVA;NAC;NBA;NGR;NKA;NNA;NRA;OMO;PBA;PFA;PGM;PMU;PNI;PSA;PSC;RAF;RBL;RBUE;RFR;RGA;RIS;RSC;RTH;SBI;SBL;SFO;SFR;SJA;SKO;SNE;SOL;SPO;SRA;SST;STE;STH;SZO;TBU;TFE;TSC;UWY;VDO;VNA;VRA;VSC;VTS;WJU;YBE;YHU;YKR;YLI
28.01.26;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;c/x;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;x;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;x/0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;0.5/x;x;1;1;1;1
29.01.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;x;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
30.01.26;1;1;1;1;1;1;1;x;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;x;1;1;1;x;x;1;1;h;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;0.5/x;1;1;1;1;1
02.02.26;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;x;1;1;x;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;x;1;1;1;h;1;1;1;x;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;11;x;mu;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;h;1;1;1;1
03.02.26;1;h;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;h;1;x;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;h;1;1;1;1
04.02.26;1;h;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;c/x;1;1;h;1;x;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;x/0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;0.5/x;x;1;1;1;1
05.02.26;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1
06.02.26;1;h;1;1;1;1;1;x;1;0.5/x;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;h;c;1;1;1;1;1;x;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;h/x;h;1;1;1;1
09.02.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;h;1;1;h;x;1;1;1;1;1;1;1;1;11;x;mu;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;0.5/x;1;1;1;1;1;1;1;1
10.02.26;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;h;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;0.5/x;1;1;1;1;1;1;1;1
11.02.26;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;c/x;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;h;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;x/0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;0.5/x;1;1;0.5/x;x;1;1;1;1
12.02.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;h;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1
13.02.26;1;1;1;1;1;1;1;x;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;x;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;h;1;1;h;1;1;1;1;1;1;1;1;1;11;1;mu;1;0.5/h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;x;0.5/x;1;1;1;1;1
16.02.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;h;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;h;1;1;1;1;h;1;1;1;1;1;1;1;1;1;11;x;mu;1;h;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;h/0.5;1;h;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1
17.02.26;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;c;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h/x;1;1;1;1;h;1;1;1;1;1;1;1;1;1;11;1;mu;1;h;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;h/0.5;1;h;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1
18.02.26;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;c/x;1;1;1;1;x;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;h;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;h;1;1;1;1;1;1;1;1;1;11;1;mu;1;h;x/0.5;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;h/0.5;1;h;1;1;1;1;0.5/x;1;1;0.5/x;x;1;1;1;1
19.02.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;h;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;h;1;1;1;1;h;1;1;1;1;1;1;1;1;1;11;1;mu;1;h;1;1;1;1;1;1;1;1;h/x;1;1;1;1;1;1;1;1;h/0.5;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1
20.02.26;1;1;1;1;1;1;h;x;1;0.5/x;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;h;1;h;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;h;1;1;1;1;1;1;1;1;1;11;1;mu;1;h;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;h/0.5;1;h;1;1;1;1;1;1;x;0.5/x;1;1;1;1;1
23.02.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;h;1;1;1;1;h;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;x;mu;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
24.02.26;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;h;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
25.02.26;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;c/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;x/0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5/x;x;1;1;1;1
26.02.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
27.02.26;1;1;1;1;1;1;1;x;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;0.5/x;1;1;1;1;1
02.03.26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;11;x;mu;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
03.03.26;1;1;1;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
04.03.26;1;1;1;1;1;1;1;1;1;0.5/x;1;1;1;1;1;1;c/x;1;1;1;1;x;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;mu;1;1;x/0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5/x;x;1;1;1;1
